Frequency (Hz)	   TP6/Control (g/g)
1.720312500e+03	   3.817371100e-01
1.720898400e+03	   4.132075300e-01
1.721484400e+03	   4.160266200e-01
1.722070300e+03	   3.432613300e-01
1.722656300e+03	   3.089314700e-01
1.723242200e+03	   3.580019200e-01
1.723828100e+03	   3.726244300e-01
1.724414100e+03	   4.000906100e-01
1.725000000e+03	   3.491697900e-01
1.725585900e+03	   3.440630700e-01
1.726171900e+03	   3.431209000e-01
1.726757800e+03	   3.409294500e-01
1.727343800e+03	   3.804168700e-01
1.727929700e+03	   3.376733100e-01
1.728515600e+03	   3.227798000e-01
1.729101600e+03	   3.206452100e-01
1.729687500e+03	   3.200392700e-01
1.730273400e+03	   3.247258100e-01
1.730859400e+03	   3.269928100e-01
1.731445300e+03	   3.364210100e-01
1.732031300e+03	   3.326680400e-01
1.732617200e+03	   3.362709900e-01
1.733203100e+03	   3.209579300e-01
1.733789100e+03	   2.917401200e-01
1.734375000e+03	   3.058020800e-01
1.734960900e+03	   3.129078700e-01
1.735546900e+03	   3.256695900e-01
1.736132800e+03	   3.433578900e-01
1.736718800e+03	   3.234367100e-01
1.737304700e+03	   3.053098300e-01
1.737890600e+03	   3.138642300e-01
1.738476600e+03	   3.087681800e-01
1.739062500e+03	   3.313785200e-01
1.739648400e+03	   3.102329100e-01
1.740234400e+03	   3.059780300e-01
1.740820300e+03	   2.988317000e-01
1.741406300e+03	   3.164178100e-01
1.741992200e+03	   2.942706000e-01
1.742578100e+03	   3.300580100e-01
1.743164100e+03	   3.174558600e-01
1.743750000e+03	   3.144361100e-01
1.744335900e+03	   2.975138100e-01
1.744921900e+03	   2.949129000e-01
1.745507800e+03	   3.254558700e-01
1.746093800e+03	   3.049907400e-01
1.746679700e+03	   3.094936000e-01
1.747265600e+03	   3.118033400e-01
1.747851600e+03	   2.847222700e-01
1.748437500e+03	   2.643499400e-01
1.749023400e+03	   2.954172800e-01
1.749609400e+03	   3.184469900e-01
1.750195300e+03	   3.416946500e-01
1.750781300e+03	   3.389986500e-01
1.751367200e+03	   3.144263900e-01
1.751953100e+03	   3.001732800e-01
1.752539100e+03	   3.376372200e-01
1.753125000e+03	   3.387772100e-01
1.753710900e+03	   3.369798700e-01
1.754296900e+03	   3.434108500e-01
1.754882800e+03	   3.086467700e-01
1.755468800e+03	   3.131731700e-01
1.756054700e+03	   3.181538900e-01
1.756640600e+03	   3.076098900e-01
1.757226600e+03	   3.157114400e-01
1.757812500e+03	   3.263755700e-01
1.758398400e+03	   3.077129100e-01
1.758984400e+03	   2.713624500e-01
1.759570300e+03	   2.848257400e-01
1.760156300e+03	   3.009612600e-01
1.760742200e+03	   2.821222500e-01
1.761328100e+03	   2.906872300e-01
1.761914100e+03	   2.987077500e-01
1.762500000e+03	   3.347671900e-01
1.763085900e+03	   3.250484500e-01
1.763671900e+03	   2.988691600e-01
1.764257800e+03	   3.168934300e-01
1.764843800e+03	   3.399657600e-01
1.765429700e+03	   3.702214700e-01
1.766015600e+03	   3.313797700e-01
1.766601600e+03	   2.904259000e-01
1.767187500e+03	   2.874928100e-01
1.767773400e+03	   3.052229300e-01
1.768359400e+03	   3.163005700e-01
1.768945300e+03	   3.141199400e-01
1.769531300e+03	   3.211819800e-01
1.770117200e+03	   3.442358700e-01
1.770703100e+03	   3.267590400e-01
1.771289100e+03	   3.051601100e-01
1.771875000e+03	   3.428129300e-01
1.772460900e+03	   3.462568800e-01
1.773046900e+03	   3.699154600e-01
1.773632800e+03	   3.594628000e-01
1.774218800e+03	   3.675507900e-01
1.774804700e+03	   3.563076600e-01
1.775390600e+03	   3.556861900e-01
1.775976600e+03	   3.706056500e-01
1.776562500e+03	   3.882398900e-01
1.777148400e+03	   4.083709100e-01
1.777734400e+03	   3.590268800e-01
1.778320300e+03	   3.761365400e-01
1.778906300e+03	   3.798160000e-01
1.779492200e+03	   3.551912300e-01
1.780078100e+03	   3.652810500e-01
1.780664100e+03	   3.457686000e-01
1.781250000e+03	   3.352591700e-01
1.781835900e+03	   3.664889000e-01
1.782421900e+03	   3.352990200e-01
1.783007800e+03	   3.646215200e-01
1.783593800e+03	   4.180621200e-01
1.784179700e+03	   4.239739800e-01
1.784765600e+03	   3.778987800e-01
1.785351600e+03	   3.430403200e-01
1.785937500e+03	   3.753183500e-01
1.786523400e+03	   3.605957300e-01
1.787109400e+03	   3.455992300e-01
1.787695300e+03	   3.418334700e-01
1.788281300e+03	   3.613327700e-01
1.788867200e+03	   3.916572300e-01
1.789453100e+03	   3.708176600e-01
1.790039100e+03	   3.571032300e-01
1.790625000e+03	   3.825600400e-01
1.791210900e+03	   3.929858200e-01
1.791796900e+03	   3.648233700e-01
1.792382800e+03	   3.697724300e-01
1.792968800e+03	   3.809189800e-01
1.793554700e+03	   3.826128800e-01
1.794140600e+03	   3.646623800e-01
1.794726600e+03	   3.513227700e-01
1.795312500e+03	   3.728221400e-01
1.795898400e+03	   3.800064300e-01
1.796484400e+03	   3.777843400e-01
1.797070300e+03	   3.762641500e-01
1.797656300e+03	   3.800589100e-01
1.798242200e+03	   3.708472800e-01
1.798828100e+03	   3.715271900e-01
1.799414100e+03	   3.429512100e-01
1.800000000e+03	   3.249641700e-01
1.800585900e+03	   3.129932000e-01
1.801171900e+03	   3.279995900e-01
1.801757800e+03	   3.748965600e-01
1.802343800e+03	   4.077638100e-01
1.802929700e+03	   3.708149800e-01
1.803515600e+03	   3.310135000e-01
1.804101600e+03	   3.669205000e-01
1.804687500e+03	   3.739182700e-01
1.805273400e+03	   3.376385600e-01
1.805859400e+03	   3.735849000e-01
1.806445300e+03	   3.971134100e-01
1.807031300e+03	   4.074861100e-01
1.807617200e+03	   3.563087000e-01
1.808203100e+03	   3.542635700e-01
1.808789100e+03	   3.679589000e-01
1.809375000e+03	   3.680194000e-01
1.809960900e+03	   4.029778200e-01
1.810546900e+03	   4.009794000e-01
1.811132800e+03	   3.658338800e-01
1.811718800e+03	   3.826417900e-01
1.812304700e+03	   3.746313800e-01
1.812890600e+03	   3.485320800e-01
1.813476600e+03	   3.544498400e-01
1.814062500e+03	   4.297929100e-01
1.814648400e+03	   4.051473700e-01
1.815234400e+03	   4.020645000e-01
1.815820300e+03	   3.844887600e-01
1.816406300e+03	   3.640778100e-01
1.816992200e+03	   3.557805400e-01
1.817578100e+03	   3.826285300e-01
1.818164100e+03	   3.784457100e-01
1.818750000e+03	   3.893908900e-01
1.819335900e+03	   4.360089900e-01
1.819921900e+03	   4.316320400e-01
1.820507800e+03	   4.332465200e-01
1.821093800e+03	   4.065605700e-01
1.821679700e+03	   4.055317600e-01
1.822265600e+03	   3.864268400e-01
1.822851600e+03	   3.830714200e-01
1.823437500e+03	   3.885550500e-01
1.824023400e+03	   4.098388900e-01
1.824609400e+03	   3.908349600e-01
1.825195300e+03	   3.937015200e-01
1.825781300e+03	   4.473697800e-01
1.826367200e+03	   4.370658400e-01
1.826953100e+03	   4.267929500e-01
1.827539100e+03	   4.313777100e-01
1.828125000e+03	   4.269276600e-01
1.828710900e+03	   3.795089700e-01
1.829296900e+03	   3.813354100e-01
1.829882800e+03	   4.516755300e-01
1.830468800e+03	   4.365127400e-01
1.831054700e+03	   3.941577400e-01
1.831640600e+03	   4.050074800e-01
1.832226600e+03	   4.450438300e-01
1.832812500e+03	   4.189217700e-01
1.833398400e+03	   3.790937700e-01
1.833984400e+03	   4.349296100e-01
1.834570300e+03	   4.638124700e-01
1.835156300e+03	   4.387314600e-01
1.835742200e+03	   4.522170100e-01
1.836328100e+03	   3.987906600e-01
1.836914100e+03	   3.906485700e-01
1.837500000e+03	   4.133023600e-01
1.838085900e+03	   4.280942700e-01
1.838671900e+03	   4.153547300e-01
1.839257800e+03	   3.718909900e-01
1.839843800e+03	   4.054536500e-01
1.840429700e+03	   4.286724900e-01
1.841015600e+03	   4.096406400e-01
1.841601600e+03	   4.258177600e-01
1.842187500e+03	   4.430227300e-01
1.842773400e+03	   4.206453300e-01
1.843359400e+03	   3.947160200e-01
1.843945300e+03	   3.882048700e-01
1.844531300e+03	   4.233670800e-01
1.845117200e+03	   4.221519200e-01
1.845703100e+03	   3.712842200e-01
1.846289100e+03	   4.093785900e-01
1.846875000e+03	   3.825617700e-01
1.847460900e+03	   3.615255100e-01
1.848046900e+03	   4.203659000e-01
1.848632800e+03	   4.359869700e-01
1.849218800e+03	   4.293230800e-01
1.849804700e+03	   3.994925000e-01
1.850390600e+03	   4.280508200e-01
1.850976600e+03	   3.912749300e-01
1.851562500e+03	   3.611648700e-01
1.852148400e+03	   3.832013900e-01
1.852734400e+03	   3.884096700e-01
1.853320300e+03	   4.018848200e-01
1.853906300e+03	   3.902191800e-01
1.854492200e+03	   4.310671400e-01
1.855078100e+03	   4.395735900e-01
1.855664100e+03	   4.250254900e-01
1.856250000e+03	   3.996565900e-01
1.856835900e+03	   3.899025300e-01
1.857421900e+03	   4.198495100e-01
1.858007800e+03	   4.166466900e-01
1.858593800e+03	   4.462975900e-01
1.859179700e+03	   4.949857900e-01
1.859765600e+03	   4.433539500e-01
1.860351600e+03	   4.300313900e-01
1.860937500e+03	   4.069496100e-01
1.861523400e+03	   4.229581100e-01
1.862109400e+03	   4.318154200e-01
1.862695300e+03	   4.058542300e-01
1.863281300e+03	   3.896552000e-01
1.863867200e+03	   4.065734700e-01
1.864453100e+03	   4.124091600e-01
1.865039100e+03	   4.389591200e-01
1.865625000e+03	   4.712849000e-01
1.866210900e+03	   4.998987600e-01
1.866796900e+03	   4.787115200e-01
1.867382800e+03	   4.555348500e-01
1.867968800e+03	   4.594966200e-01
1.868554700e+03	   4.397387800e-01
1.869140600e+03	   4.556569800e-01
1.869726600e+03	   5.202841200e-01
1.870312500e+03	   5.076763600e-01
1.870898400e+03	   4.433465300e-01
1.871484400e+03	   4.223194700e-01
1.872070300e+03	   4.476637200e-01
1.872656300e+03	   4.814687100e-01
1.873242200e+03	   4.776075800e-01
1.873828100e+03	   4.951377500e-01
1.874414100e+03	   4.812882500e-01
1.875000000e+03	   4.535967700e-01
1.875585900e+03	   3.910212200e-01
1.876171900e+03	   3.998077500e-01
1.876757800e+03	   4.449916500e-01
1.877343800e+03	   4.186721700e-01
1.877929700e+03	   4.319298300e-01
1.878515600e+03	   4.557934400e-01
1.879101600e+03	   4.399932000e-01
1.879687500e+03	   4.346644000e-01
1.880273400e+03	   4.623027400e-01
1.880859400e+03	   3.870342100e-01
1.881445300e+03	   3.665220700e-01
1.882031300e+03	   3.712453800e-01
1.882617200e+03	   4.180482300e-01
1.883203100e+03	   4.650453000e-01
1.883789100e+03	   4.611881400e-01
1.884375000e+03	   4.346543000e-01
1.884960900e+03	   4.019706200e-01
1.885546900e+03	   4.028357600e-01
1.886132800e+03	   3.977718100e-01
1.886718800e+03	   4.034691800e-01
1.887304700e+03	   3.763035800e-01
1.887890600e+03	   3.536168300e-01
1.888476600e+03	   3.728289900e-01
1.889062500e+03	   3.651864500e-01
1.889648400e+03	   4.093886600e-01
1.890234400e+03	   3.946998700e-01
1.890820300e+03	   3.277815900e-01
1.891406300e+03	   3.659262100e-01
1.891992200e+03	   3.847760300e-01
1.892578100e+03	   3.807329500e-01
1.893164100e+03	   3.802763200e-01
1.893750000e+03	   3.731208700e-01
1.894335900e+03	   3.602067500e-01
1.894921900e+03	   3.634257300e-01
1.895507800e+03	   3.644685700e-01
1.896093800e+03	   3.844401800e-01
1.896679700e+03	   3.541989900e-01
1.897265600e+03	   3.451369700e-01
1.897851600e+03	   3.343042100e-01
1.898437500e+03	   2.928720100e-01
1.899023400e+03	   3.252266000e-01
1.899609400e+03	   3.462675800e-01
1.900195300e+03	   3.376907100e-01
1.900781300e+03	   3.438102300e-01
1.901367200e+03	   3.150921200e-01
1.901953100e+03	   3.408819400e-01
1.902539100e+03	   3.597622200e-01
1.903125000e+03	   3.416039600e-01
1.903710900e+03	   2.957497800e-01
1.904296900e+03	   3.107014300e-01
1.904882800e+03	   3.032998700e-01
1.905468800e+03	   3.083846000e-01
1.906054700e+03	   3.012981700e-01
1.906640600e+03	   3.090786300e-01
1.907226600e+03	   3.071140900e-01
1.907812500e+03	   2.918900800e-01
1.908398400e+03	   2.787015100e-01
1.908984400e+03	   2.785324800e-01
1.909570300e+03	   2.390174600e-01
1.910156300e+03	   2.959498500e-01
1.910742200e+03	   3.124698400e-01
1.911328100e+03	   3.201070400e-01
1.911914100e+03	   2.751728300e-01
1.912500000e+03	   2.736505600e-01
1.913085900e+03	   3.106838500e-01
1.913671900e+03	   3.097288600e-01
1.914257800e+03	   2.760751500e-01
1.914843800e+03	   2.840100800e-01
1.915429700e+03	   2.756224900e-01
1.916015600e+03	   2.901273100e-01
1.916601600e+03	   2.849500500e-01
1.917187500e+03	   2.762724800e-01
1.917773400e+03	   2.858167300e-01
1.918359400e+03	   2.683235700e-01
1.918945300e+03	   2.840986500e-01
1.919531300e+03	   2.777094500e-01
1.920117200e+03	   2.858825000e-01
1.920703100e+03	   3.160946700e-01
1.921289100e+03	   2.863685500e-01
1.921875000e+03	   2.680161000e-01
1.922460900e+03	   2.721524200e-01
1.923046900e+03	   2.793240500e-01
1.923632800e+03	   2.628452200e-01
1.924218800e+03	   2.574666100e-01
1.924804700e+03	   2.702531800e-01
1.925390600e+03	   2.685551600e-01
1.925976600e+03	   2.816400800e-01
1.926562500e+03	   2.833400100e-01
1.927148400e+03	   2.929334000e-01
1.927734400e+03	   2.860639100e-01
1.928320300e+03	   2.689793700e-01
1.928906300e+03	   2.899434000e-01
1.929492200e+03	   2.787052700e-01
1.930078100e+03	   2.656919700e-01
1.930664100e+03	   2.691561600e-01
1.931250000e+03	   2.810238300e-01
1.931835900e+03	   2.724797700e-01
1.932421900e+03	   2.782065000e-01
1.933007800e+03	   2.779592600e-01
1.933593800e+03	   2.743778800e-01
1.934179700e+03	   2.859377900e-01
1.934765600e+03	   2.732069800e-01
1.935351600e+03	   2.842178900e-01
1.935937500e+03	   2.888051300e-01
1.936523400e+03	   2.675167300e-01
1.937109400e+03	   2.706165300e-01
1.937695300e+03	   2.783425200e-01
1.938281300e+03	   2.899382700e-01
1.938867200e+03	   2.778824900e-01
1.939453100e+03	   2.853654300e-01
1.940039100e+03	   2.932640000e-01
1.940625000e+03	   2.757018500e-01
1.941210900e+03	   2.697000200e-01
1.941796900e+03	   2.710204400e-01
1.942382800e+03	   2.674464600e-01
1.942968800e+03	   2.625179600e-01
1.943554700e+03	   2.750113000e-01
1.944140600e+03	   2.791554900e-01
1.944726600e+03	   3.012233400e-01
1.945312500e+03	   2.854299500e-01
1.945898400e+03	   2.703083200e-01
1.946484400e+03	   2.773534700e-01
1.947070300e+03	   2.687861600e-01
1.947656300e+03	   2.874013200e-01
1.948242200e+03	   2.992042600e-01
1.948828100e+03	   3.001927400e-01
1.949414100e+03	   2.883027500e-01
1.950000000e+03	   3.060829600e-01
1.950585900e+03	   3.136302800e-01
1.951171900e+03	   3.238854700e-01
1.951757800e+03	   3.229075700e-01
1.952343800e+03	   3.150859800e-01
1.952929700e+03	   3.327810200e-01
1.953515600e+03	   3.297425800e-01
1.954101600e+03	   3.311425100e-01
1.954687500e+03	   3.192255800e-01
1.955273400e+03	   3.198809000e-01
1.955859400e+03	   3.581047700e-01
1.956445300e+03	   3.323883100e-01
1.957031300e+03	   3.335171000e-01
1.957617200e+03	   3.567541200e-01
1.958203100e+03	   3.594963800e-01
1.958789100e+03	   3.500975100e-01
1.959375000e+03	   3.846108600e-01
1.959960900e+03	   3.962720900e-01
1.960546900e+03	   3.913708300e-01
1.961132800e+03	   4.114307200e-01
1.961718800e+03	   4.173795600e-01
1.962304700e+03	   4.277127400e-01
1.962890600e+03	   4.205513300e-01
1.963476600e+03	   4.220671400e-01
1.964062500e+03	   3.814984000e-01
1.964648400e+03	   3.895733700e-01
1.965234400e+03	   4.165296900e-01
1.965820300e+03	   4.132191500e-01
1.966406300e+03	   4.016792500e-01
1.966992200e+03	   4.235247100e-01
1.967578100e+03	   4.421219800e-01
1.968164100e+03	   4.666997500e-01
1.968750000e+03	   4.384138900e-01
1.969335900e+03	   4.534355100e-01
1.969921900e+03	   4.853813100e-01
1.970507800e+03	   4.776887300e-01
1.971093800e+03	   4.648908100e-01
1.971679700e+03	   4.445260200e-01
1.972265600e+03	   5.070077800e-01
1.972851600e+03	   4.795824900e-01
1.973437500e+03	   4.940695200e-01
1.974023400e+03	   5.177187300e-01
1.974609400e+03	   5.286098700e-01
1.975195300e+03	   5.044521100e-01
1.975781300e+03	   5.338639000e-01
1.976367200e+03	   5.462404500e-01
1.976953100e+03	   5.387794400e-01
1.977539100e+03	   5.327491200e-01
1.978125000e+03	   5.183365900e-01
1.978710900e+03	   5.360105600e-01
1.979296900e+03	   5.748572300e-01
1.979882800e+03	   5.826460700e-01
1.980468800e+03	   5.852131800e-01
1.981054700e+03	   5.809128300e-01
1.981640600e+03	   5.731536100e-01
1.982226600e+03	   5.488352200e-01
1.982812500e+03	   5.751298100e-01
1.983398400e+03	   6.066349100e-01
1.983984400e+03	   5.756797800e-01
1.984570300e+03	   5.704138300e-01
1.985156300e+03	   5.921199900e-01
1.985742200e+03	   6.146242000e-01
1.986328100e+03	   6.401190800e-01
1.986914100e+03	   6.047511700e-01
1.987500000e+03	   6.473970400e-01
1.988085900e+03	   6.446605300e-01
1.988671900e+03	   6.196630000e-01
1.989257800e+03	   6.702936900e-01
1.989843800e+03	   6.562461300e-01
1.990429700e+03	   6.399198800e-01
1.991015600e+03	   6.742133500e-01
1.991601600e+03	   7.121546300e-01
1.992187500e+03	   7.137476800e-01
1.992773400e+03	   6.839181800e-01
1.993359400e+03	   6.510908600e-01
1.993945300e+03	   6.944004300e-01
1.994531300e+03	   7.383842500e-01
1.995117200e+03	   7.364902500e-01
1.995703100e+03	   7.367996600e-01
1.996289100e+03	   6.971277600e-01
1.996875000e+03	   7.110024100e-01
1.997460900e+03	   7.208451600e-01
1.998046900e+03	   7.361474000e-01
1.998632800e+03	   7.465423900e-01
1.999218800e+03	   7.224090700e-01
1.999804700e+03	   7.284767000e-01
2.000390600e+03	   7.250561700e-01
2.000976600e+03	   7.451368600e-01
2.001562500e+03	   7.428266400e-01
2.002148400e+03	   9.715777000e-01
2.002734400e+03	   2.254646300e+00
2.003320300e+03	   5.064932800e+00
2.003906300e+03	   5.752740900e+00
2.004492200e+03	   5.294493200e+00
2.005078100e+03	   4.739958800e+00
2.005664100e+03	   4.657740600e+00
2.006250000e+03	   4.630791700e+00
2.006835900e+03	   4.558181800e+00
2.007421900e+03	   4.767010200e+00
2.008007800e+03	   4.711957900e+00
2.008593800e+03	   4.615910100e+00
2.009179700e+03	   5.743236500e+00
2.009765600e+03	   5.042878200e+00
2.010351600e+03	   4.644961400e+00
2.010937500e+03	   4.926942800e+00
2.011523400e+03	   4.680887700e+00
2.012109400e+03	   4.074675100e+00
2.012695300e+03	   4.581297400e+00
2.013281300e+03	   5.696301900e+00
2.013867200e+03	   6.071617100e+00
2.014453100e+03	   5.411005500e+00
2.015039100e+03	   4.393337700e+00
2.015625000e+03	   4.562532400e+00
2.016210900e+03	   4.826998200e+00
2.016796900e+03	   5.355094400e+00
2.017382800e+03	   6.204123500e+00
2.017968800e+03	   5.828586100e+00
2.018554700e+03	   5.388309500e+00
2.019140600e+03	   4.772090400e+00
2.019726600e+03	   5.081126700e+00
2.020312500e+03	   5.566974200e+00
2.020898400e+03	   5.632533600e+00
2.021484400e+03	   6.286387900e+00
2.022070300e+03	   6.697946500e+00
2.022656300e+03	   6.831181000e+00
2.023242200e+03	   5.989804300e+00
2.023828100e+03	   5.729768300e+00
2.024414100e+03	   5.383244000e+00
2.025000000e+03	   5.497026900e+00
2.025585900e+03	   5.591169800e+00
2.026171900e+03	   4.950551000e+00
2.026757800e+03	   5.366128400e+00
2.027343800e+03	   5.894990000e+00
2.027929700e+03	   5.857466200e+00
2.028515600e+03	   5.514013300e+00
2.029101600e+03	   5.049327400e+00
2.029687500e+03	   5.520181700e+00
2.030273400e+03	   5.380652400e+00
2.030859400e+03	   6.198947900e+00
2.031445300e+03	   6.178535000e+00
2.032031300e+03	   5.896708500e+00
2.032617200e+03	   6.669780700e+00
2.033203100e+03	   6.485176100e+00
2.033789100e+03	   6.368854500e+00
2.034375000e+03	   6.237869700e+00
2.034960900e+03	   6.424870000e+00
2.035546900e+03	   6.926183700e+00
2.036132800e+03	   5.692853900e+00
2.036718800e+03	   6.925706400e+00
2.037304700e+03	   6.163944700e+00
2.037890600e+03	   6.024102700e+00
2.038476600e+03	   6.266823800e+00
2.039062500e+03	   6.619510700e+00
2.039648400e+03	   7.059777700e+00
2.040234400e+03	   6.752070900e+00
2.040820300e+03	   5.890374700e+00
2.041406300e+03	   5.887204600e+00
2.041992200e+03	   6.187418900e+00
2.042578100e+03	   6.438223800e+00
2.043164100e+03	   6.847607100e+00
2.043750000e+03	   6.588617300e+00
2.044335900e+03	   7.651568400e+00
2.044921900e+03	   7.541969300e+00
2.045507800e+03	   6.376606900e+00
2.046093800e+03	   6.851762300e+00
2.046679700e+03	   6.988829600e+00
2.047265600e+03	   6.504843200e+00
2.047851600e+03	   6.413209900e+00
2.048437500e+03	   5.853515600e+00
2.049023400e+03	   6.697424400e+00
2.049609400e+03	   6.102935300e+00
2.050195300e+03	   6.014354700e+00
2.050781300e+03	   5.735874200e+00
2.051367200e+03	   6.413143600e+00
2.051953100e+03	   7.318380400e+00
2.052539100e+03	   7.922223100e+00
2.053125000e+03	   7.349028600e+00
2.053710900e+03	   7.009230600e+00
2.054296900e+03	   7.157109700e+00
2.054882800e+03	   6.509776600e+00
2.055468800e+03	   7.134639700e+00
2.056054700e+03	   6.822444400e+00
2.056640600e+03	   7.119651300e+00
2.057226600e+03	   7.093651300e+00
2.057812500e+03	   6.111700100e+00
2.058398400e+03	   6.290822000e+00
2.058984400e+03	   6.541755200e+00
2.059570300e+03	   6.871264000e+00
2.060156300e+03	   6.398415100e+00
2.060742200e+03	   6.479319100e+00
2.061328100e+03	   6.241176600e+00
2.061914100e+03	   6.347234700e+00
2.062500000e+03	   6.012651900e+00
2.063085900e+03	   5.722425000e+00
2.063671900e+03	   5.890974500e+00
2.064257800e+03	   6.154357900e+00
2.064843800e+03	   6.351863900e+00
2.065429700e+03	   6.774000200e+00
2.066015600e+03	   6.721793200e+00
2.066601600e+03	   6.198236000e+00
2.067187500e+03	   6.134502400e+00
2.067773400e+03	   6.209773100e+00
2.068359400e+03	   6.261077900e+00
2.068945300e+03	   6.282295200e+00
2.069531300e+03	   6.381057700e+00
2.070117200e+03	   6.760449900e+00
2.070703100e+03	   6.426079800e+00
2.071289100e+03	   5.895590300e+00
2.071875000e+03	   5.776311900e+00
2.072460900e+03	   5.419005900e+00
2.073046900e+03	   5.312478100e+00
2.073632800e+03	   5.264568800e+00
2.074218800e+03	   4.884913400e+00
2.074804700e+03	   4.558578000e+00
2.075390600e+03	   5.243606600e+00
2.075976600e+03	   5.257603600e+00
2.076562500e+03	   5.703177900e+00
2.077148400e+03	   5.270530200e+00
2.077734400e+03	   5.449212100e+00
2.078320300e+03	   5.726765200e+00
2.078906300e+03	   5.895182100e+00
2.079492200e+03	   6.130399200e+00
2.080078100e+03	   6.146071900e+00
2.080664100e+03	   5.879939600e+00
2.081250000e+03	   5.237421000e+00
2.081835900e+03	   5.250650400e+00
2.082421900e+03	   5.513442500e+00
2.083007800e+03	   6.064184200e+00
2.083593800e+03	   5.781141300e+00
2.084179700e+03	   5.950913900e+00
2.084765600e+03	   6.030428400e+00
2.085351600e+03	   5.541916400e+00
2.085937500e+03	   5.248642400e+00
2.086523400e+03	   4.850824400e+00
2.087109400e+03	   4.426653400e+00
2.087695300e+03	   4.801648100e+00
2.088281300e+03	   4.576990600e+00
2.088867200e+03	   4.457152400e+00
2.089453100e+03	   4.834118800e+00
2.090039100e+03	   5.569907700e+00
2.090625000e+03	   5.521885900e+00
2.091210900e+03	   5.294780700e+00
2.091796900e+03	   5.377008400e+00
2.092382800e+03	   5.500886900e+00
2.092968800e+03	   5.188918600e+00
2.093554700e+03	   4.905952000e+00
2.094140600e+03	   5.635197600e+00
2.094726600e+03	   4.947898900e+00
2.095312500e+03	   4.553618900e+00
2.095898400e+03	   5.378690200e+00
2.096484400e+03	   5.197823500e+00
2.097070300e+03	   5.250042900e+00
2.097656300e+03	   5.460928900e+00
2.098242200e+03	   4.841276600e+00
2.098828100e+03	   4.102701700e+00
2.099414100e+03	   5.319747900e+00
2.100000000e+03	   4.714519500e+00
2.100585900e+03	   4.384421300e+00
2.101171900e+03	   4.823165400e+00
2.101757800e+03	   4.552727700e+00
2.102343800e+03	   4.644715800e+00
2.102929700e+03	   4.713102800e+00
2.103515600e+03	   4.383459100e+00
2.104101600e+03	   4.352476600e+00
2.104687500e+03	   4.393193200e+00
2.105273400e+03	   4.369583600e+00
2.105859400e+03	   4.484924300e+00
2.106445300e+03	   4.267885700e+00
2.107031300e+03	   4.038657200e+00
2.107617200e+03	   3.754149400e+00
2.108203100e+03	   4.055465200e+00
2.108789100e+03	   4.325980200e+00
2.109375000e+03	   3.370508400e+00
2.109960900e+03	   3.695274100e+00
2.110546900e+03	   3.974496600e+00
2.111132800e+03	   4.229590400e+00
2.111718800e+03	   4.645079600e+00
2.112304700e+03	   3.966682700e+00
2.112890600e+03	   3.678840600e+00
2.113476600e+03	   3.977788200e+00
2.114062500e+03	   3.655536400e+00
2.114648400e+03	   3.280395700e+00
2.115234400e+03	   3.505714900e+00
2.115820300e+03	   3.619455300e+00
2.116406300e+03	   4.085584600e+00
2.116992200e+03	   3.548236800e+00
2.117578100e+03	   3.031445700e+00
2.118164100e+03	   3.011733500e+00
2.118750000e+03	   3.255863700e+00
2.119335900e+03	   3.285147700e+00
2.119921900e+03	   3.614961400e+00
2.120507800e+03	   3.485009000e+00
2.121093800e+03	   3.865327400e+00
2.121679700e+03	   3.746266800e+00
2.122265600e+03	   3.548480700e+00
2.122851600e+03	   3.363380900e+00
2.123437500e+03	   3.481950800e+00
2.124023400e+03	   3.559492800e+00
2.124609400e+03	   3.584996700e+00
2.125195300e+03	   3.241222400e+00
2.125781300e+03	   3.190009400e+00
2.126367200e+03	   2.829582700e+00
2.126953100e+03	   2.810928600e+00
2.127539100e+03	   2.908333300e+00
2.128125000e+03	   3.183333400e+00
2.128710900e+03	   3.020501900e+00
2.129296900e+03	   2.915613400e+00
2.129882800e+03	   3.253248900e+00
2.130468800e+03	   3.272481400e+00
2.131054700e+03	   3.106416000e+00
2.131640600e+03	   2.882518500e+00
2.132226600e+03	   2.759756100e+00
2.132812500e+03	   2.633585500e+00
2.133398400e+03	   2.313744300e+00
2.133984400e+03	   2.234001600e+00
2.134570300e+03	   2.319957300e+00
2.135156300e+03	   2.486295700e+00
2.135742200e+03	   2.780958200e+00
2.136328100e+03	   2.615320700e+00
2.136914100e+03	   2.615440400e+00
2.137500000e+03	   2.707800400e+00
2.138085900e+03	   2.497058200e+00
2.138671900e+03	   2.214437000e+00
2.139257800e+03	   2.159572100e+00
2.139843800e+03	   2.775576800e+00
2.140429700e+03	   2.961900500e+00
2.141015600e+03	   2.599671800e+00
2.141601600e+03	   2.397225100e+00
2.142187500e+03	   2.339504000e+00
2.142773400e+03	   2.377094500e+00
2.143359400e+03	   2.153693700e+00
2.143945300e+03	   2.205499400e+00
2.144531300e+03	   1.997497600e+00
2.145117200e+03	   2.090722300e+00
2.145703100e+03	   2.310269600e+00
2.146289100e+03	   2.237121800e+00
2.146875000e+03	   1.915463600e+00
2.147460900e+03	   1.953221300e+00
2.148046900e+03	   2.190761800e+00
2.148632800e+03	   2.012607100e+00
2.149218800e+03	   1.925765300e+00
2.149804700e+03	   1.786707400e+00
2.150390600e+03	   1.819354400e+00
