Frequency (Hz)	   TP6/Control (g/g)
8.589843800e+02	   2.148840900e+00
8.595703100e+02	   2.266134000e+00
8.601562500e+02	   2.381273500e+00
8.607421900e+02	   2.478339200e+00
8.613281300e+02	   2.447462300e+00
8.619140600e+02	   2.341832200e+00
8.625000000e+02	   2.339643200e+00
8.630859400e+02	   2.411909800e+00
8.636718800e+02	   2.570764100e+00
8.642578100e+02	   2.484242900e+00
8.648437500e+02	   2.554559200e+00
8.654296900e+02	   2.621489300e+00
8.660156300e+02	   2.596191400e+00
8.666015600e+02	   2.451583400e+00
8.671875000e+02	   2.478524900e+00
8.677734400e+02	   2.544521800e+00
8.683593800e+02	   2.623911400e+00
8.689453100e+02	   2.562180800e+00
8.695312500e+02	   2.610403100e+00
8.701171900e+02	   2.615265100e+00
8.707031300e+02	   2.625643300e+00
8.712890600e+02	   2.563586000e+00
8.718750000e+02	   2.471652500e+00
8.724609400e+02	   2.656082400e+00
8.730468800e+02	   2.630086900e+00
8.736328100e+02	   2.489167900e+00
8.742187500e+02	   2.461666100e+00
8.748046900e+02	   2.514207600e+00
8.753906300e+02	   2.466505800e+00
8.759765600e+02	   2.501150400e+00
8.765625000e+02	   2.494412900e+00
8.771484400e+02	   2.438606700e+00
8.777343800e+02	   2.505723500e+00
8.783203100e+02	   2.626042800e+00
8.789062500e+02	   2.568185100e+00
8.794921900e+02	   2.475023500e+00
8.800781300e+02	   2.496901800e+00
8.806640600e+02	   2.477955800e+00
8.812500000e+02	   2.459226800e+00
8.818359400e+02	   2.467626300e+00
8.824218800e+02	   2.429946400e+00
8.830078100e+02	   2.416436000e+00
8.835937500e+02	   2.547897800e+00
8.841796900e+02	   2.476795000e+00
8.847656300e+02	   2.318438300e+00
8.853515600e+02	   2.391712700e+00
8.859375000e+02	   2.444418000e+00
8.865234400e+02	   2.454471600e+00
8.871093800e+02	   2.378111400e+00
8.876953100e+02	   2.232219900e+00
8.882812500e+02	   2.216970700e+00
8.888671900e+02	   2.278835800e+00
8.894531300e+02	   2.286720800e+00
8.900390600e+02	   2.179302200e+00
8.906250000e+02	   2.204194500e+00
8.912109400e+02	   2.058083500e+00
8.917968800e+02	   2.105243900e+00
8.923828100e+02	   1.981320400e+00
8.929687500e+02	   1.890381200e+00
8.935546900e+02	   1.887192800e+00
8.941406300e+02	   1.834499500e+00
8.947265600e+02	   1.749711900e+00
8.953125000e+02	   1.731026600e+00
8.958984400e+02	   1.647360000e+00
8.964843800e+02	   1.554238700e+00
8.970703100e+02	   1.477377200e+00
8.976562500e+02	   1.501570800e+00
8.982421900e+02	   1.494257200e+00
8.988281300e+02	   1.444576000e+00
8.994140600e+02	   1.416353800e+00
9.000000000e+02	   1.371157400e+00
9.005859400e+02	   1.286750900e+00
9.011718800e+02	   1.291989200e+00
9.017578100e+02	   1.274182600e+00
9.023437500e+02	   1.308125500e+00
9.029296900e+02	   1.310626100e+00
9.035156300e+02	   1.262536500e+00
9.041015600e+02	   1.380978000e+00
9.046875000e+02	   1.293799200e+00
9.052734400e+02	   1.212047300e+00
9.058593800e+02	   1.179380200e+00
9.064453100e+02	   1.219600100e+00
9.070312500e+02	   1.235739400e+00
9.076171900e+02	   1.345852700e+00
9.082031300e+02	   1.326270500e+00
9.087890600e+02	   1.318895500e+00
9.093750000e+02	   1.294104500e+00
9.099609400e+02	   1.343449000e+00
9.105468800e+02	   1.392267500e+00
9.111328100e+02	   1.366102900e+00
9.117187500e+02	   1.470383200e+00
9.123046900e+02	   1.407380000e+00
9.128906300e+02	   1.356829600e+00
9.134765600e+02	   1.456814300e+00
9.140625000e+02	   1.561941400e+00
9.146484400e+02	   1.516229600e+00
9.152343800e+02	   1.577619100e+00
9.158203100e+02	   1.497309400e+00
9.164062500e+02	   1.655480900e+00
9.169921900e+02	   1.636491100e+00
9.175781300e+02	   1.809171100e+00
9.181640600e+02	   1.955680800e+00
9.187500000e+02	   1.999565700e+00
9.193359400e+02	   1.821083700e+00
9.199218800e+02	   1.792730800e+00
9.205078100e+02	   1.958652400e+00
9.210937500e+02	   1.959317100e+00
9.216796900e+02	   2.009819700e+00
9.222656300e+02	   1.955476000e+00
9.228515600e+02	   2.019654500e+00
9.234375000e+02	   2.109080600e+00
9.240234400e+02	   2.095338600e+00
9.246093800e+02	   2.046604600e+00
9.251953100e+02	   2.181918600e+00
9.257812500e+02	   2.142268900e+00
9.263671900e+02	   2.117794000e+00
9.269531300e+02	   2.134542200e+00
9.275390600e+02	   2.041026100e+00
9.281250000e+02	   2.187371300e+00
9.287109400e+02	   2.227946300e+00
9.292968800e+02	   2.038502500e+00
9.298828100e+02	   2.064589500e+00
9.304687500e+02	   2.183520600e+00
9.310546900e+02	   1.956585600e+00
9.316406300e+02	   2.001040200e+00
9.322265600e+02	   2.388712600e+00
9.328125000e+02	   2.250992300e+00
9.333984400e+02	   1.949228500e+00
9.339843800e+02	   2.082794700e+00
9.345703100e+02	   2.071119300e+00
9.351562500e+02	   1.994265000e+00
9.357421900e+02	   1.877764900e+00
9.363281300e+02	   1.892086400e+00
9.369140600e+02	   2.061210200e+00
9.375000000e+02	   2.017120100e+00
9.380859400e+02	   1.831365300e+00
9.386718800e+02	   1.768652200e+00
9.392578100e+02	   1.781162000e+00
9.398437500e+02	   1.723932000e+00
9.404296900e+02	   1.652453400e+00
9.410156300e+02	   1.716800000e+00
9.416015600e+02	   1.786551800e+00
9.421875000e+02	   1.658330200e+00
9.427734400e+02	   1.647833500e+00
9.433593800e+02	   1.767875200e+00
9.439453100e+02	   1.817018700e+00
9.445312500e+02	   1.715141700e+00
9.451171900e+02	   1.645655500e+00
9.457031300e+02	   1.741470500e+00
9.462890600e+02	   1.743723800e+00
9.468750000e+02	   1.684041700e+00
9.474609400e+02	   1.657858400e+00
9.480468800e+02	   1.612440100e+00
9.486328100e+02	   1.544850900e+00
9.492187500e+02	   1.541457800e+00
9.498046900e+02	   1.575772300e+00
9.503906300e+02	   1.586655400e+00
9.509765600e+02	   1.589147100e+00
9.515625000e+02	   1.592916600e+00
9.521484400e+02	   1.694570400e+00
9.527343800e+02	   1.716501600e+00
9.533203100e+02	   1.654210600e+00
9.539062500e+02	   1.568073500e+00
9.544921900e+02	   1.633790600e+00
9.550781300e+02	   1.656815900e+00
9.556640600e+02	   1.634574200e+00
9.562500000e+02	   1.689220400e+00
9.568359400e+02	   1.727882400e+00
9.574218800e+02	   1.746159900e+00
9.580078100e+02	   1.714234200e+00
9.585937500e+02	   1.698828300e+00
9.591796900e+02	   1.730341000e+00
9.597656300e+02	   1.744018400e+00
9.603515600e+02	   1.756708100e+00
9.609375000e+02	   1.761375300e+00
9.615234400e+02	   1.755974500e+00
9.621093800e+02	   1.734049100e+00
9.626953100e+02	   1.743752100e+00
9.632812500e+02	   1.813373200e+00
9.638671900e+02	   1.745485200e+00
9.644531300e+02	   1.797366100e+00
9.650390600e+02	   1.912771600e+00
9.656250000e+02	   1.950486500e+00
9.662109400e+02	   1.963182800e+00
9.667968800e+02	   1.825069400e+00
9.673828100e+02	   1.821309300e+00
9.679687500e+02	   1.898681300e+00
9.685546900e+02	   1.867349300e+00
9.691406300e+02	   1.845193000e+00
9.697265600e+02	   1.869014000e+00
9.703125000e+02	   1.918289300e+00
9.708984400e+02	   1.966844000e+00
9.714843800e+02	   2.038057100e+00
9.720703100e+02	   2.071144800e+00
9.726562500e+02	   2.010410800e+00
9.732421900e+02	   1.976015200e+00
9.738281300e+02	   1.983020700e+00
9.744140600e+02	   2.105676200e+00
9.750000000e+02	   2.200181200e+00
9.755859400e+02	   2.117520100e+00
9.761718800e+02	   2.073273400e+00
9.767578100e+02	   2.030967700e+00
9.773437500e+02	   2.079384800e+00
9.779296900e+02	   2.063471100e+00
9.785156300e+02	   2.126994600e+00
9.791015600e+02	   2.175172800e+00
9.796875000e+02	   2.162437900e+00
9.802734400e+02	   2.159681800e+00
9.808593800e+02	   2.181316100e+00
9.814453100e+02	   2.206931100e+00
9.820312500e+02	   2.157985000e+00
9.826171900e+02	   2.210625200e+00
9.832031300e+02	   2.307928100e+00
9.837890600e+02	   2.347361100e+00
9.843750000e+02	   2.320308200e+00
9.849609400e+02	   2.323911700e+00
9.855468800e+02	   2.288677900e+00
9.861328100e+02	   2.303721200e+00
9.867187500e+02	   2.401387700e+00
9.873046900e+02	   2.444353800e+00
9.878906300e+02	   2.400636700e+00
9.884765600e+02	   2.403493400e+00
9.890625000e+02	   2.495622400e+00
9.896484400e+02	   2.456047800e+00
9.902343800e+02	   2.375312800e+00
9.908203100e+02	   2.276928900e+00
9.914062500e+02	   2.489642900e+00
9.919921900e+02	   2.601517000e+00
9.925781300e+02	   2.607502000e+00
9.931640600e+02	   2.485609300e+00
9.937500000e+02	   2.373235000e+00
9.943359400e+02	   2.589215000e+00
9.949218800e+02	   2.509588200e+00
9.955078100e+02	   2.492774200e+00
9.960937500e+02	   2.620936200e+00
9.966796900e+02	   2.569527100e+00
9.972656300e+02	   2.581385600e+00
9.978515600e+02	   2.608063000e+00
9.984375000e+02	   2.653603600e+00
9.990234400e+02	   2.565809700e+00
9.996093800e+02	   2.660511000e+00
1.000195300e+03	   2.709285000e+00
1.000781300e+03	   2.614349400e+00
1.001367200e+03	   2.568458100e+00
1.001953100e+03	   2.582275900e+00
1.002539100e+03	   2.634929900e+00
1.003125000e+03	   2.661041700e+00
1.003710900e+03	   2.725547800e+00
1.004296900e+03	   2.784613600e+00
1.004882800e+03	   2.749434700e+00
1.005468800e+03	   2.748146800e+00
1.006054700e+03	   2.860746400e+00
1.006640600e+03	   2.792374100e+00
1.007226600e+03	   2.927588900e+00
1.007812500e+03	   2.953669800e+00
1.008398400e+03	   2.869129200e+00
1.008984400e+03	   2.889017300e+00
1.009570300e+03	   2.930382700e+00
1.010156300e+03	   3.062418900e+00
1.010742200e+03	   3.049999500e+00
1.011328100e+03	   3.023152100e+00
1.011914100e+03	   3.060426000e+00
1.012500000e+03	   3.236351300e+00
1.013085900e+03	   3.265458800e+00
1.013671900e+03	   3.197645700e+00
1.014257800e+03	   3.260160700e+00
1.014843800e+03	   3.211131100e+00
1.015429700e+03	   3.231458900e+00
1.016015600e+03	   3.307040200e+00
1.016601600e+03	   3.269293500e+00
1.017187500e+03	   3.442943100e+00
1.017773400e+03	   3.535138100e+00
1.018359400e+03	   3.436015400e+00
1.018945300e+03	   3.457826100e+00
1.019531300e+03	   3.580027800e+00
1.020117200e+03	   3.636533000e+00
1.020703100e+03	   3.687215300e+00
1.021289100e+03	   3.601747300e+00
1.021875000e+03	   3.706726300e+00
1.022460900e+03	   3.724105400e+00
1.023046900e+03	   3.741900400e+00
1.023632800e+03	   3.728165400e+00
1.024218800e+03	   3.873394700e+00
1.024804700e+03	   4.015265500e+00
1.025390600e+03	   3.975295500e+00
1.025976600e+03	   3.933029400e+00
1.026562500e+03	   3.968047600e+00
1.027148400e+03	   4.088774700e+00
1.027734400e+03	   4.072486400e+00
1.028320300e+03	   4.133931200e+00
1.028906300e+03	   4.200404600e+00
1.029492200e+03	   4.314036400e+00
1.030078100e+03	   4.381524600e+00
1.030664100e+03	   4.319403200e+00
1.031250000e+03	   4.456243000e+00
1.031835900e+03	   4.615837600e+00
1.032421900e+03	   4.608174300e+00
1.033007800e+03	   4.708498000e+00
1.033593800e+03	   4.765514400e+00
1.034179700e+03	   4.773128000e+00
1.034765600e+03	   4.782958500e+00
1.035351600e+03	   4.775428800e+00
1.035937500e+03	   4.820158500e+00
1.036523400e+03	   4.929908800e+00
1.037109400e+03	   4.988806700e+00
1.037695300e+03	   5.051176100e+00
1.038281300e+03	   5.119751500e+00
1.038867200e+03	   4.996531500e+00
1.039453100e+03	   5.141965400e+00
1.040039100e+03	   5.222451200e+00
1.040625000e+03	   5.015095200e+00
1.041210900e+03	   5.083931000e+00
1.041796900e+03	   5.228415000e+00
1.042382800e+03	   5.308546100e+00
1.042968800e+03	   5.327494600e+00
1.043554700e+03	   5.369635100e+00
1.044140600e+03	   5.567223500e+00
1.044726600e+03	   5.551122200e+00
1.045312500e+03	   5.397441400e+00
1.045898400e+03	   5.327307200e+00
1.046484400e+03	   5.398412700e+00
1.047070300e+03	   5.475742800e+00
1.047656300e+03	   5.501106700e+00
1.048242200e+03	   5.420274300e+00
1.048828100e+03	   5.406634800e+00
1.049414100e+03	   5.517188500e+00
1.050000000e+03	   5.544673900e+00
1.050585900e+03	   5.533474000e+00
1.051171900e+03	   5.377409500e+00
1.051757800e+03	   5.486291400e+00
1.052343800e+03	   5.490925300e+00
1.052929700e+03	   5.650500800e+00
1.053515600e+03	   5.769180800e+00
1.054101600e+03	   5.592974700e+00
1.054687500e+03	   5.647261600e+00
1.055273400e+03	   5.575631100e+00
1.055859400e+03	   5.325859500e+00
1.056445300e+03	   5.534869200e+00
1.057031300e+03	   5.595564400e+00
1.057617200e+03	   5.577245200e+00
1.058203100e+03	   5.605726200e+00
1.058789100e+03	   5.648824200e+00
1.059375000e+03	   5.688698300e+00
1.059960900e+03	   5.750409100e+00
1.060546900e+03	   5.930376500e+00
1.061132800e+03	   5.753716000e+00
1.061718800e+03	   5.603820300e+00
1.062304700e+03	   5.727508500e+00
1.062890600e+03	   5.679583500e+00
1.063476600e+03	   5.771451000e+00
1.064062500e+03	   5.966641400e+00
1.064648400e+03	   6.109903800e+00
1.065234400e+03	   5.972419700e+00
1.065820300e+03	   5.809117800e+00
1.066406300e+03	   5.827788400e+00
1.066992200e+03	   6.032315300e+00
1.067578100e+03	   6.171720500e+00
1.068164100e+03	   6.200735100e+00
1.068750000e+03	   6.288460300e+00
1.069335900e+03	   6.352918100e+00
1.069921900e+03	   6.159906400e+00
1.070507800e+03	   6.271809100e+00
1.071093800e+03	   6.537064100e+00
1.071679700e+03	   6.575187200e+00
1.072265600e+03	   6.380907500e+00
1.072851600e+03	   6.390676500e+00
1.073437500e+03	   6.554072400e+00
1.074023400e+03	   6.711027600e+00
1.074609400e+03	   6.498233300e+00
1.075195300e+03	   6.626442900e+00
1.075781300e+03	   6.643599500e+00
1.076367200e+03	   6.390684100e+00
1.076953100e+03	   6.453367700e+00
1.077539100e+03	   6.677863100e+00
1.078125000e+03	   6.506855000e+00
1.078710900e+03	   6.637973800e+00
1.079296900e+03	   6.465671100e+00
1.079882800e+03	   6.268642900e+00
1.080468800e+03	   6.383574000e+00
1.081054700e+03	   6.413901300e+00
1.081640600e+03	   6.357836700e+00
1.082226600e+03	   6.378586300e+00
1.082812500e+03	   6.143811200e+00
1.083398400e+03	   5.861643800e+00
1.083984400e+03	   5.949228300e+00
1.084570300e+03	   6.115157600e+00
1.085156300e+03	   6.329412500e+00
1.085742200e+03	   6.261318200e+00
1.086328100e+03	   5.982510100e+00
1.086914100e+03	   6.070231400e+00
1.087500000e+03	   5.968536400e+00
1.088085900e+03	   5.719852400e+00
1.088671900e+03	   5.764576900e+00
1.089257800e+03	   5.750086300e+00
1.089843800e+03	   5.639699000e+00
1.090429700e+03	   5.630096400e+00
1.091015600e+03	   5.591000600e+00
1.091601600e+03	   5.670944700e+00
1.092187500e+03	   5.386637200e+00
1.092773400e+03	   5.280895200e+00
1.093359400e+03	   5.324804300e+00
1.093945300e+03	   5.222962900e+00
1.094531300e+03	   5.121306900e+00
1.095117200e+03	   5.148431800e+00
1.095703100e+03	   5.337677500e+00
1.096289100e+03	   5.100298400e+00
1.096875000e+03	   4.928421500e+00
1.097460900e+03	   4.871519600e+00
1.098046900e+03	   4.827774500e+00
1.098632800e+03	   4.658054800e+00
1.099218800e+03	   4.767454100e+00
1.099804700e+03	   4.796519800e+00
1.100390600e+03	   4.754594800e+00
1.100976600e+03	   4.781002500e+00
1.101562500e+03	   4.566763900e+00
1.102148400e+03	   4.536224400e+00
1.102734400e+03	   4.401280900e+00
1.103320300e+03	   4.224703300e+00
1.103906300e+03	   4.293158100e+00
1.104492200e+03	   4.466510300e+00
1.105078100e+03	   4.364369400e+00
1.105664100e+03	   4.315910300e+00
1.106250000e+03	   4.175180000e+00
1.106835900e+03	   4.115304000e+00
1.107421900e+03	   4.019156900e+00
1.108007800e+03	   4.011130300e+00
1.108593800e+03	   4.051737800e+00
1.109179700e+03	   4.034510600e+00
1.109765600e+03	   3.968868500e+00
1.110351600e+03	   3.857765000e+00
1.110937500e+03	   3.809412000e+00
1.111523400e+03	   3.863857700e+00
1.112109400e+03	   3.835122100e+00
1.112695300e+03	   3.840413600e+00
1.113281300e+03	   3.837693700e+00
1.113867200e+03	   3.680655000e+00
1.114453100e+03	   3.679771900e+00
1.115039100e+03	   3.706646000e+00
1.115625000e+03	   3.667614500e+00
1.116210900e+03	   3.602286800e+00
1.116796900e+03	   3.711808000e+00
1.117382800e+03	   3.664776300e+00
1.117968800e+03	   3.605680900e+00
1.118554700e+03	   3.541091700e+00
1.119140600e+03	   3.541823100e+00
1.119726600e+03	   3.589137600e+00
1.120312500e+03	   3.635176400e+00
1.120898400e+03	   3.463503100e+00
1.121484400e+03	   3.350796000e+00
1.122070300e+03	   3.352364300e+00
1.122656300e+03	   3.441108200e+00
1.123242200e+03	   3.549498300e+00
1.123828100e+03	   3.500047400e+00
1.124414100e+03	   3.285898000e+00
1.125000000e+03	   3.333577600e+00
1.125585900e+03	   3.498024900e+00
1.126171900e+03	   3.584593800e+00
1.126757800e+03	   3.561333400e+00
1.127343800e+03	   3.510452700e+00
1.127929700e+03	   3.635188100e+00
1.128515600e+03	   3.407100200e+00
1.129101600e+03	   3.136359000e+00
1.129687500e+03	   3.120041600e+00
1.130273400e+03	   3.058923700e+00
1.130859400e+03	   3.230174500e+00
1.131445300e+03	   3.276612000e+00
1.132031300e+03	   3.228398800e+00
1.132617200e+03	   3.339093900e+00
1.133203100e+03	   3.250182900e+00
1.133789100e+03	   3.204355700e+00
1.134375000e+03	   3.213936100e+00
1.134960900e+03	   3.174639900e+00
1.135546900e+03	   3.131291600e+00
1.136132800e+03	   3.056521400e+00
1.136718800e+03	   3.046213400e+00
1.137304700e+03	   2.961491100e+00
1.137890600e+03	   3.016089700e+00
1.138476600e+03	   3.062213900e+00
1.139062500e+03	   3.132437200e+00
1.139648400e+03	   2.968529200e+00
1.140234400e+03	   2.869813000e+00
1.140820300e+03	   2.943702700e+00
1.141406300e+03	   3.065538900e+00
1.141992200e+03	   3.065300200e+00
1.142578100e+03	   2.964265600e+00
1.143164100e+03	   2.945342100e+00
1.143750000e+03	   2.883756400e+00
1.144335900e+03	   2.844398300e+00
1.144921900e+03	   2.807112900e+00
1.145507800e+03	   2.793116800e+00
1.146093800e+03	   2.732336800e+00
1.146679700e+03	   2.747134700e+00
1.147265600e+03	   2.741333700e+00
1.147851600e+03	   2.727957000e+00
1.148437500e+03	   2.817264800e+00
1.149023400e+03	   2.781713000e+00
1.149609400e+03	   2.614942100e+00
1.150195300e+03	   2.663961600e+00
1.150781300e+03	   2.665216200e+00
1.151367200e+03	   2.693275900e+00
1.151953100e+03	   2.699604300e+00
1.152539100e+03	   2.604501200e+00
1.153125000e+03	   2.560866400e+00
1.153710900e+03	   2.601873400e+00
1.154296900e+03	   2.614122400e+00
1.154882800e+03	   2.623164400e+00
1.155468800e+03	   2.558781100e+00
1.156054700e+03	   2.438534000e+00
1.156640600e+03	   2.514417200e+00
1.157226600e+03	   2.552452300e+00
1.157812500e+03	   2.412733800e+00
1.158398400e+03	   2.492078500e+00
1.158984400e+03	   2.507601000e+00
1.159570300e+03	   2.451930300e+00
1.160156300e+03	   2.454119400e+00
1.160742200e+03	   2.396425700e+00
1.161328100e+03	   2.434405800e+00
1.161914100e+03	   2.498797200e+00
1.162500000e+03	   2.441824400e+00
1.163085900e+03	   2.526672600e+00
1.163671900e+03	   2.378726700e+00
1.164257800e+03	   2.402841600e+00
1.164843800e+03	   2.409014900e+00
1.165429700e+03	   2.421018400e+00
1.166015600e+03	   2.449978400e+00
1.166601600e+03	   2.423825500e+00
1.167187500e+03	   2.166329100e+00
1.167773400e+03	   2.049274400e+00
1.168359400e+03	   2.340377300e+00
1.168945300e+03	   2.446635000e+00
1.169531300e+03	   2.302714300e+00
1.170117200e+03	   2.297401400e+00
1.170703100e+03	   2.346607900e+00
1.171289100e+03	   2.412961500e+00
1.171875000e+03	   2.360760200e+00
1.172460900e+03	   2.272640500e+00
1.173046900e+03	   2.259153100e+00
1.173632800e+03	   2.207613700e+00
1.174218800e+03	   2.306183100e+00
1.174804700e+03	   2.373635300e+00
1.175390600e+03	   2.216074700e+00
1.175976600e+03	   2.193013200e+00
1.176562500e+03	   2.313077200e+00
1.177148400e+03	   2.306956300e+00
1.177734400e+03	   2.186174200e+00
1.178320300e+03	   2.249157900e+00
1.178906300e+03	   2.305484100e+00
1.179492200e+03	   2.239585600e+00
1.180078100e+03	   2.348369800e+00
1.180664100e+03	   2.368271800e+00
1.181250000e+03	   2.169611700e+00
1.181835900e+03	   2.242022000e+00
1.182421900e+03	   2.213599900e+00
1.183007800e+03	   2.204190700e+00
1.183593800e+03	   2.066683500e+00
1.184179700e+03	   2.169725400e+00
1.184765600e+03	   2.087874700e+00
1.185351600e+03	   2.106322100e+00
1.185937500e+03	   2.103563300e+00
1.186523400e+03	   1.998877500e+00
1.187109400e+03	   2.120120800e+00
1.187695300e+03	   2.165964400e+00
1.188281300e+03	   2.122215000e+00
1.188867200e+03	   2.148632300e+00
1.189453100e+03	   2.064738800e+00
1.190039100e+03	   2.057072900e+00
1.190625000e+03	   2.109442000e+00
1.191210900e+03	   2.085266600e+00
1.191796900e+03	   2.071323400e+00
1.192382800e+03	   2.083915700e+00
1.192968800e+03	   2.011204000e+00
1.193554700e+03	   2.037475100e+00
1.194140600e+03	   2.065357900e+00
1.194726600e+03	   2.144302800e+00
1.195312500e+03	   2.156004700e+00
1.195898400e+03	   2.128586800e+00
1.196484400e+03	   2.034055200e+00
1.197070300e+03	   2.012875600e+00
1.197656300e+03	   1.921649100e+00
1.198242200e+03	   1.874957800e+00
1.198828100e+03	   1.784639000e+00
1.199414100e+03	   1.795044900e+00
1.200000000e+03	   1.853480100e+00
1.200585900e+03	   1.900818000e+00
1.201171900e+03	   1.851258200e+00
1.201757800e+03	   1.809710400e+00
1.202343800e+03	   1.838419900e+00
1.202929700e+03	   1.816808200e+00
1.203515600e+03	   1.815980300e+00
1.204101600e+03	   1.822762300e+00
1.204687500e+03	   1.838154000e+00
1.205273400e+03	   1.880683900e+00
1.205859400e+03	   1.729739400e+00
1.206445300e+03	   1.566337700e+00
1.207031300e+03	   1.647570600e+00
1.207617200e+03	   1.693586500e+00
1.208203100e+03	   1.674201600e+00
1.208789100e+03	   1.634593000e+00
1.209375000e+03	   1.607073200e+00
1.209960900e+03	   1.517118200e+00
1.210546900e+03	   1.555638000e+00
1.211132800e+03	   1.612574300e+00
1.211718800e+03	   1.523222100e+00
1.212304700e+03	   1.425925100e+00
1.212890600e+03	   1.413443300e+00
1.213476600e+03	   1.305430300e+00
1.214062500e+03	   1.315446500e+00
1.214648400e+03	   1.199027300e+00
1.215234400e+03	   1.227114700e+00
1.215820300e+03	   1.334172000e+00
1.216406300e+03	   1.122510300e+00
1.216992200e+03	   1.028966000e+00
1.217578100e+03	   1.001378400e+00
1.218164100e+03	   1.115741800e+00
1.218750000e+03	   1.014387200e+00
1.219335900e+03	   1.020266100e+00
1.219921900e+03	   9.809866500e-01
1.220507800e+03	   8.941913800e-01
1.221093800e+03	   9.683082100e-01
1.221679700e+03	   9.272090800e-01
1.222265600e+03	   7.890098700e-01
1.222851600e+03	   8.305439400e-01
1.223437500e+03	   7.899985300e-01
1.224023400e+03	   7.730568600e-01
1.224609400e+03	   7.904107000e-01
1.225195300e+03	   7.199148500e-01
1.225781300e+03	   7.056734600e-01
1.226367200e+03	   8.574376700e-01
1.226953100e+03	   9.002710000e-01
1.227539100e+03	   8.325901600e-01
1.228125000e+03	   7.712566300e-01
1.228710900e+03	   7.379887700e-01
1.229296900e+03	   7.337172000e-01
1.229882800e+03	   7.444069400e-01
1.230468800e+03	   7.421410100e-01
1.231054700e+03	   7.133470200e-01
1.231640600e+03	   6.485178500e-01
1.232226600e+03	   6.462601400e-01
1.232812500e+03	   6.296213900e-01
1.233398400e+03	   6.606336200e-01
1.233984400e+03	   7.294966000e-01
1.234570300e+03	   6.912310700e-01
1.235156300e+03	   6.657049700e-01
1.235742200e+03	   6.224998200e-01
1.236328100e+03	   5.714501700e-01
1.236914100e+03	   6.370431200e-01
1.237500000e+03	   6.301475800e-01
1.238085900e+03	   6.510533700e-01
1.238671900e+03	   6.757056700e-01
1.239257800e+03	   7.336797700e-01
1.239843800e+03	   7.186923000e-01
1.240429700e+03	   6.818474500e-01
1.241015600e+03	   7.273768200e-01
1.241601600e+03	   7.214270800e-01
1.242187500e+03	   6.987969900e-01
1.242773400e+03	   6.837298300e-01
1.243359400e+03	   7.306711700e-01
1.243945300e+03	   7.637220600e-01
1.244531300e+03	   7.574382400e-01
1.245117200e+03	   7.326458100e-01
1.245703100e+03	   6.535865100e-01
1.246289100e+03	   7.010873000e-01
1.246875000e+03	   7.345492200e-01
1.247460900e+03	   7.599132100e-01
1.248046900e+03	   7.678711400e-01
1.248632800e+03	   7.111714500e-01
1.249218800e+03	   7.038800100e-01
1.249804700e+03	   7.281743900e-01
1.250390600e+03	   8.110632300e-01
1.250976600e+03	   8.593831100e-01
1.251562500e+03	   7.877147800e-01
1.252148400e+03	   7.424432000e-01
1.252734400e+03	   8.039692000e-01
1.253320300e+03	   8.740300500e-01
1.253906300e+03	   8.258481600e-01
1.254492200e+03	   7.733166200e-01
1.255078100e+03	   7.481690000e-01
1.255664100e+03	   7.437008600e-01
1.256250000e+03	   7.716658100e-01
1.256835900e+03	   7.734636700e-01
1.257421900e+03	   7.063319700e-01
1.258007800e+03	   6.356973100e-01
1.258593800e+03	   6.949462900e-01
1.259179700e+03	   7.316247800e-01
1.259765600e+03	   7.280466600e-01
1.260351600e+03	   7.436122900e-01
1.260937500e+03	   7.535083300e-01
1.261523400e+03	   7.661489200e-01
1.262109400e+03	   6.759330000e-01
1.262695300e+03	   6.539354300e-01
1.263281300e+03	   6.712147600e-01
1.263867200e+03	   7.120413200e-01
1.264453100e+03	   6.916708900e-01
1.265039100e+03	   6.990144300e-01
1.265625000e+03	   6.594905300e-01
1.266210900e+03	   5.782210200e-01
1.266796900e+03	   6.365475700e-01
1.267382800e+03	   6.643651700e-01
1.267968800e+03	   6.069291200e-01
1.268554700e+03	   5.701382800e-01
1.269140600e+03	   5.818291300e-01
1.269726600e+03	   6.167374300e-01
1.270312500e+03	   6.165407300e-01
1.270898400e+03	   5.858621000e-01
1.271484400e+03	   5.730530000e-01
1.272070300e+03	   5.636229500e-01
1.272656300e+03	   5.680010900e-01
1.273242200e+03	   5.773946000e-01
1.273828100e+03	   6.257733700e-01
1.274414100e+03	   5.889676200e-01
1.275000000e+03	   6.200462600e-01
1.275585900e+03	   5.669201600e-01
1.276171900e+03	   5.435621100e-01
1.276757800e+03	   5.598126600e-01
1.277343800e+03	   6.213858700e-01
1.277929700e+03	   6.282334900e-01
1.278515600e+03	   5.894875500e-01
1.279101600e+03	   5.759313100e-01
1.279687500e+03	   6.145141700e-01
1.280273400e+03	   5.924660000e-01
1.280859400e+03	   6.097182000e-01
1.281445300e+03	   6.951161000e-01
1.282031300e+03	   7.186072500e-01
1.282617200e+03	   7.147450400e-01
1.283203100e+03	   6.883627200e-01
1.283789100e+03	   7.488817600e-01
1.284375000e+03	   7.393465600e-01
1.284960900e+03	   7.776499400e-01
1.285546900e+03	   8.043295100e-01
1.286132800e+03	   7.861792400e-01
1.286718800e+03	   8.349170700e-01
1.287304700e+03	   8.060941700e-01
1.287890600e+03	   7.863141300e-01
1.288476600e+03	   7.696803800e-01
1.289062500e+03	   8.499352300e-01
